Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²)
10.278,493.58,0.006,-9.434,44.008,0.015,89.98,3.546,0.255
10.288,493.579,-0.088,-9.425,44.044,0.015,89.98,3.544,0.256
10.298,493.578,-0.182,-9.415,44.079,0.015,89.98,3.541,0.258
10.308,493.575,-0.276,-9.4,44.115,0.015,89.98,3.538,0.262
10.318,493.572,-0.37,-9.383,44.15,0.016,89.98,3.536,0.268
10.328,493.568,-0.464,-9.366,44.185,0.016,89.98,3.533,0.273
10.338,493.563,-0.558,-9.349,44.221,0.016,89.98,3.53,0.278
10.348,493.557,-0.651,-9.331,44.256,0.016,89.98,3.528,0.284
10.358,493.55,-0.744,-9.321,44.291,0.016,89.98,3.525,0.283
10.368,493.542,-0.837,-9.314,44.326,0.016,89.98,3.522,0.282
10.378,493.533,-0.93,-9.306,44.362,0.016,89.98,3.519,0.28
10.388,493.523,-1.024,-9.298,44.397,0.016,89.98,3.516,0.278
10.398,493.512,-1.118,-9.29,44.433,0.016,89.98,3.513,0.277
10.399,493.511,-1.128,-8.092,44.436,0.016,89.98,3.513,8.021
10.487,493.381,-1.838,-7.258,44.714,0.016,89.98,2.809,6.381
10.59,493.152,-2.589,-6.416,44.97,0.016,89.979,2.149,5.132
10.712,492.79,-3.37,-5.298,45.194,0.016,89.979,1.524,4.594
10.855,492.255,-4.125,-3.985,45.364,0.017,89.979,0.869,4.19
11.028,491.482,-4.814,-2.744,45.452,0.017,89.979,0.144,3.21
11.264,490.265,-5.464,-1.231,45.396,0.017,89.978,0.616,2.322
11.595,488.39,-5.871,-0.19,45.066,0.017,89.978,1.384,1.083
11.903,486.574,-5.93,-0.032,44.588,0.017,89.978,1.717,0.707
12.208,484.766,-5.94,-0.022,44.032,0.017,89.977,1.932,0.154
12.512,482.959,-5.947,0.003,43.438,0.017,89.977,1.979,0.207
12.815,481.153,-5.946,0.003,42.827,0.017,89.977,2.042,0.274
13.119,479.347,-5.945,2.333e-4,42.219,0.017,89.976,1.959,0.211
13.423,477.542,-5.945,0.002,41.634,0.017,89.976,1.895,0.215
13.726,475.737,-5.944,-2.11E-04,41.049,0.017,89.976,1.96,0.084
14.03,473.932,-5.944,0.005,40.45,0.017,89.975,1.986,0.265
14.334,472.128,-5.943,-6.04E-04,39.859,0.017,89.975,1.905,0.152
14.637,470.324,-5.943,0.003,39.274,0.017,89.975,1.951,0.222
14.941,468.52,-5.942,0.003,38.671,0.017,89.974,2.019,0.283
15.244,466.717,-5.941,0.013,38.072,0.017,89.974,1.933,0.543
15.548,464.914,-5.937,-0.013,37.51,0.017,89.974,1.768,0.026
15.851,463.111,-5.941,0.003,36.975,0.017,89.973,1.76,0.138
16.155,461.308,-5.94,0.002,36.434,0.017,89.973,1.802,0.138
16.458,459.506,-5.94,0.008,35.881,0.017,89.973,1.844,0.376
16.761,457.705,-5.937,-0.003,35.304,0.017,89.972,1.958,0.224
17.065,455.903,-5.938,0.029,34.7,0.017,89.972,2.026,0.761
17.368,454.104,-5.93,-0.026,34.05,0.017,89.971,2.257,0.198
17.672,452.302,-5.937,0.003,33.356,0.017,89.971,2.317,0.25
17.975,450.501,-5.936,0.01,32.665,0.017,89.97,2.241,0.481
18.278,448.702,-5.933,-0.01,32.007,0.017,89.97,2.095,0.085
18.582,446.901,-5.936,0.003,31.375,0.017,89.969,2.069,0.19
18.885,445.102,-5.935,0.005,30.757,0.017,89.969,2.012,0.312
19.188,443.303,-5.934,-0.002,30.133,0.017,89.968,2.106,0.132
19.491,441.504,-5.934,0.005,29.488,0.017,89.967,2.146,0.299
19.794,439.706,-5.933,0.002,28.824,0.017,89.967,2.237,0.301
20.097,437.908,-5.932,-0.002,28.16,0.017,89.966,2.146,0.103
20.4,436.11,-5.933,0.003,27.514,0.017,89.965,2.114,0.166
20.703,434.312,-5.932,7.58e-4,26.881,0.017,89.964,2.064,0.089
21.006,432.515,-5.932,0.003,26.26,0.017,89.964,2.037,0.179
21.309,430.718,-5.931,4.971e-4,25.651,0.017,89.963,1.983,0.085
21.612,428.922,-5.931,0.001,25.054,0.017,89.962,1.957,0.022
21.915,427.126,-5.93,0.003,24.463,0.017,89.961,1.95,0.135
22.218,425.33,-5.93,0.011,23.878,0.017,89.96,1.909,0.457
22.521,423.535,-5.926,-0.007,23.279,0.016,89.959,2.048,0.171
22.823,421.739,-5.928,0.006,22.651,0.016,89.958,2.1,0.337
23.126,419.945,-5.927,0.004,22.031,0.016,89.957,1.998,0.394
23.429,418.15,-5.925,-0.006,21.444,0.016,89.956,1.878,0.017
23.732,416.356,-5.927,0.002,20.876,0.016,89.955,1.873,0.113
24.035,414.562,-5.926,0.007,20.314,0.016,89.954,1.839,0.348
24.337,412.768,-5.924,-0.004,19.741,0.016,89.953,1.944,0.081
24.64,410.975,-5.926,0.004,19.149,0.016,89.951,1.969,0.205
24.942,409.182,-5.924,0.002,18.563,0.016,89.95,1.907,0.219
25.245,407.389,-5.924,0.003,17.976,0.016,89.948,1.973,0.285
25.548,405.597,-5.923,3.544e-4,17.392,0.016,89.947,1.887,0.232
25.85,403.805,-5.923,-8.17E-04,16.832,0.016,89.945,1.817,0.055
26.153,402.014,-5.923,0.002,16.28,0.016,89.943,1.833,0.012
26.455,400.222,-5.922,0.022,15.726,0.016,89.941,1.83,0.635
26.758,398.432,-5.916,0.018,15.143,0.016,89.939,2.022,0.852
27.06,396.642,-5.91,-0.035,14.492,0.016,89.936,2.28,0.014
27.363,394.85,-5.921,0.002,13.802,0.016,89.933,2.275,0.071
27.666,393.06,-5.92,0.002,13.111,0.016,89.93,2.297,0.084
27.968,391.27,-5.92,0.001,12.413,0.016,89.926,2.322,0.004
28.27,389.481,-5.919,0.009,11.711,0.016,89.922,2.321,0.367
28.572,387.692,-5.917,-5.84E-04,11.026,0.016,89.917,2.21,0.298
28.875,385.903,-5.917,0.005,10.372,0.016,89.912,2.12,0.387
29.177,384.115,-5.915,0.001,9.749,0.016,89.907,2.003,0.375
29.479,382.327,-5.915,-0.001,9.16,0.016,89.901,1.89,0.285
29.782,380.539,-5.915,-2.84E-04,8.576,0.016,89.895,1.976,0.203
30.084,378.752,-5.915,-9.33E-06,7.97,0.016,89.887,2.037,0.083
30.584,375.794,-5.915,0.004,6.941,0.016,89.87,2.079,0.16
30.886,374.007,-5.914,5.702e-4,6.305,0.016,89.858,2.127,0.054
31.188,372.221,-5.914,0.02,5.665,0.016,89.842,2.111,0.609
31.49,370.436,-5.908,-0.016,5.056,0.016,89.823,1.927,0.144
31.792,368.649,-5.913,0.011,4.48,0.016,89.801,1.883,0.449
32.094,366.864,-5.909,-0.008,3.891,0.016,89.771,2.019,0.067
32.396,365.079,-5.912,0.005,3.278,0.016,89.728,2.039,0.275
32.698,363.294,-5.91,-0.002,2.65,0.016,89.665,2.122,0.053
33,361.51,-5.911,0.002,2.011,0.015,89.559,2.106,0.09
33.302,359.726,-5.91,0.003,1.38,0.015,89.359,2.079,0.196
33.604,357.942,-5.909,0.016,0.761,0.015,88.84,2.02,0.557
33.905,356.159,-5.905,-0.013,0.126,0.015,83.041,2.188,0.121
34.207,354.376,-5.909,0.002,-0.529,0.015,271.662,2.152,0.128
34.509,352.593,-5.908,0.001,-1.173,0.015,270.749,2.113,0.094
34.811,350.81,-5.908,0.008,-1.814,0.015,270.483,2.141,0.361
35.113,349.028,-5.905,-0.003,-2.477,0.015,270.353,2.25,0.214
35.414,347.246,-5.906,0.002,-3.146,0.015,270.277,2.186,0.204
35.716,345.465,-5.906,-3.31E-04,-3.796,0.015,270.229,2.124,0.035
36.018,343.683,-5.906,0.002,-4.435,0.015,270.196,2.113,0.059
36.319,341.903,-5.905,0.013,-5.07,0.015,270.171,2.096,0.47
36.621,340.122,-5.901,-0.007,-5.723,0.015,270.151,2.237,0.208
36.922,338.342,-5.904,0.011,-6.388,0.015,270.135,2.175,0.484
37.224,336.562,-5.9,-0.004,-7.022,0.015,270.123,2.029,0.347
37.526,334.782,-5.901,6.885e-4,-7.618,0.015,270.113,1.924,0.317
37.827,333.003,-5.901,0.017,-8.184,0.015,270.105,1.828,0.627
38.129,331.225,-5.896,-0.015,-8.707,0.015,270.098,1.639,0.26
38.43,329.445,-5.901,0.007,-9.213,0.015,270.093,1.718,0.406
38.732,327.667,-5.899,0.007,-9.749,0.015,270.088,1.84,0.518
39.033,325.889,-5.896,-0.01,-10.328,0.015,270.083,1.996,0.213
39.335,324.111,-5.899,-3.09E-04,-10.939,0.015,270.078,2.06,0.075
39.636,322.333,-5.899,0.004,-11.563,0.015,270.073,2.083,0.215
39.937,320.556,-5.898,4.993e-4,-12.201,0.015,270.069,2.148,0.15
40.238,318.779,-5.898,0.008,-12.841,0.015,270.066,2.103,0.375
40.54,317.003,-5.896,-5.66E-04,-13.457,0.015,270.063,1.99,0.31
40.841,315.227,-5.896,-0.003,-14.042,0.015,270.06,1.896,0.028
41.142,313.451,-5.897,0.005,-14.612,0.015,270.058,1.888,0.236
41.443,311.675,-5.896,-8.28E-04,-15.192,0.015,270.055,1.959,0.079
41.744,309.9,-5.896,0.001,-15.778,0.015,270.053,1.935,0.016
42.045,308.125,-5.895,0.004,-16.361,0.015,270.051,1.94,0.189
42.346,306.35,-5.894,-7.74E-05,-16.937,0.015,270.049,1.883,0.022
42.846,303.403,-5.894,0.005,-17.875,0.015,270.047,1.872,0.183
43.147,301.629,-5.893,0.017,-18.447,0.014,270.045,1.927,0.574
43.448,299.857,-5.888,-0.011,-19.053,0.014,270.043,2.1,0.273
43.75,298.083,-5.891,-3.18E-04,-19.698,0.014,270.042,2.182,0.186
44.051,296.31,-5.891,1.585e-4,-20.363,0.014,270.041,2.238,0.065
44.351,294.537,-5.891,0.002,-21.039,0.014,270.039,2.258,0.115
44.652,292.765,-5.891,0.001,-21.713,0.014,270.038,2.223,0.076
44.953,290.993,-5.89,0.002,-22.378,0.014,270.037,2.2,0.052
45.254,289.221,-5.89,0.007,-23.038,0.014,270.036,2.184,0.32
45.555,287.45,-5.888,0.005,-23.709,0.014,270.034,2.281,0.417
45.855,285.679,-5.886,-0.002,-24.376,0.014,270.033,2.155,0.305
46.156,283.909,-5.887,-0.003,-25.011,0.014,270.032,2.063,0.035
46.457,282.138,-5.888,0.006,-25.63,0.014,270.032,2.053,0.299
46.758,280.368,-5.886,-0.003,-26.233,0.014,270.031,1.963,0.027
47.058,278.598,-5.887,0.002,-26.822,0.014,270.03,1.955,0.047
47.359,276.829,-5.886,0.003,-27.412,0.014,270.029,1.969,0.152
47.659,275.059,-5.885,0.005,-28.011,0.014,270.029,2.015,0.295
47.96,273.291,-5.884,0.011,-28.603,0.014,270.028,1.926,0.522
48.261,271.523,-5.881,-0.004,-29.205,0.014,270.027,2.083,0.406
48.561,269.754,-5.882,-0.005,-29.813,0.014,270.027,1.961,0.203
48.862,267.986,-5.883,0.002,-30.412,0.014,270.026,2.022,0.22
49.162,266.218,-5.883,-2.07E-04,-31.009,0.014,270.026,1.956,0.103
49.463,264.451,-5.883,0.005,-31.602,0.014,270.025,1.987,0.288
49.763,262.684,-5.881,0.004,-32.211,0.014,270.025,2.073,0.359
50.064,260.917,-5.88,-0.001,-32.85,0.014,270.024,2.181,0.272
50.364,259.151,-5.88,0.027,-33.518,0.014,270.024,2.263,0.753
50.664,257.386,-5.872,-0.027,-34.164,0.014,270.023,2.037,0.065
50.965,255.619,-5.88,0.002,-34.779,0.014,270.023,2.056,0.084
51.265,253.853,-5.88,0.001,-35.4,0.014,270.022,2.081,0.035
51.566,252.088,-5.879,0.002,-36.027,0.014,270.022,2.092,0.044
51.866,250.323,-5.879,0.002,-36.657,0.014,270.021,2.105,0.054
52.166,248.559,-5.878,0.004,-37.286,0.014,270.021,2.089,0.219
52.466,246.794,-5.877,0.004,-37.923,0.014,270.02,2.155,0.302
52.766,245.031,-5.876,-0.003,-38.557,0.014,270.02,2.064,0.01
53.067,243.267,-5.877,0.004,-39.177,0.014,270.02,2.067,0.221
53.367,241.503,-5.875,-5.75E-04,-39.807,0.013,270.019,2.134,0.069
53.667,239.74,-5.876,0.008,-40.444,0.013,270.019,2.113,0.368
53.967,237.978,-5.873,0.009,-41.062,0.013,270.019,2.003,0.535
54.267,236.216,-5.87,-0.01,-41.687,0.013,270.018,2.163,0.253
54.567,234.453,-5.873,-2.26E-04,-42.347,0.013,270.018,2.239,0.165
54.867,232.691,-5.873,9.327e-4,-43.012,0.013,270.018,2.19,0.11
55.167,230.93,-5.873,0.008,-43.673,0.013,270.017,2.223,0.373
55.467,229.169,-5.871,-0.005,-44.323,0.013,270.017,2.111,0.041
55.767,227.408,-5.872,0.004,-44.958,0.013,270.017,2.123,0.208
56.067,225.647,-5.871,0.006,-45.604,0.013,270.017,2.186,0.371
56.366,223.887,-5.869,0.001,-46.243,0.013,270.016,2.075,0.364
56.666,222.127,-5.869,-0.005,-46.849,0.013,270.016,1.965,0.065
56.966,220.367,-5.87,0.001,-47.435,0.013,270.016,1.946,0.013
57.266,218.607,-5.87,0.003,-48.018,0.013,270.016,1.942,0.177
57.566,216.848,-5.869,0.013,-48.592,0.013,270.015,1.889,0.507
57.865,215.09,-5.865,-0.011,-49.135,0.013,270.015,1.737,0.005
58.165,213.331,-5.868,0.011,-49.656,0.013,270.015,1.736,0.419
58.465,211.573,-5.865,-0.007,-50.157,0.013,270.015,1.61,0.08
58.765,209.815,-5.867,0.005,-50.644,0.013,270.015,1.634,0.281
59.064,208.058,-5.865,-0.002,-51.146,0.013,270.014,1.718,0.029
59.364,206.3,-5.866,0.005,-51.662,0.013,270.014,1.727,0.252
59.663,204.543,-5.865,-0.001,-52.168,0.013,270.014,1.651,0.045
59.963,202.786,-5.865,0.002,-52.665,0.013,270.014,1.665,0.076
60.262,201.03,-5.865,0.01,-53.16,0.013,270.014,1.642,0.399
60.562,199.274,-5.862,-0.002,-53.67,0.013,270.014,1.762,0.303
60.861,197.518,-5.862,0.002,-54.211,0.013,270.014,1.853,0.327
61.161,195.763,-5.861,-0.003,-54.78,0.013,270.013,1.951,0.122
61.46,194.007,-5.862,0.003,-55.359,0.013,270.013,1.914,0.204
61.76,192.253,-5.861,1.415e-4,-55.923,0.013,270.013,1.853,0.108
62.059,190.498,-5.861,0.001,-56.473,0.013,270.013,1.821,0.056
62.358,188.744,-5.861,0.003,-57.015,0.013,270.013,1.804,0.188
62.658,186.99,-5.86,2.47e-4,-57.547,0.013,270.013,1.748,0.088
62.957,185.236,-5.86,0.019,-58.066,0.013,270.012,1.721,0.595
63.256,183.483,-5.854,-0.014,-58.608,0.013,270.012,1.899,0.217
63.556,181.73,-5.858,-4.85E-04,-59.186,0.013,270.012,1.964,0.07
63.855,179.977,-5.859,0.004,-59.777,0.013,270.012,1.985,0.206
64.154,178.224,-5.857,0.002,-60.362,0.012,270.012,1.924,0.205
64.453,176.472,-5.857,-4.49E-04,-60.928,0.012,270.012,1.862,0.022
64.752,174.72,-5.857,0.012,-61.486,0.012,270.012,1.869,0.448
65.051,172.969,-5.854,0.011,-62.065,0.012,270.011,2.003,0.614
65.351,171.218,-5.85,-0.015,-62.692,0.012,270.011,2.187,0.24
65.65,169.466,-5.855,0.003,-63.335,0.012,270.011,2.115,0.306
65.949,167.716,-5.854,-0.003,-63.954,0.012,270.011,2.023,0.084
66.248,165.965,-5.855,0.003,-64.563,0.012,270.011,2.048,0.19
66.547,164.215,-5.854,0.001,-65.167,0.012,270.011,1.991,0.175
66.846,162.465,-5.853,8.173e-4,-65.77,0.012,270.011,2.043,0.12
67.145,160.715,-5.853,0.003,-66.375,0.012,270.011,2.008,0.208
67.444,158.966,-5.852,0.009,-66.966,0.012,270.01,1.946,0.443
67.742,157.218,-5.849,-0.004,-67.528,0.012,270.01,1.813,0.294
68.041,155.469,-5.85,-0.003,-68.056,0.012,270.01,1.725,0.008
68.34,153.72,-5.851,0.002,-68.572,0.012,270.01,1.723,0.096
68.639,151.972,-5.851,0.004,-69.082,0.012,270.01,1.694,0.234
68.938,150.225,-5.849,9.78e-4,-69.599,0.012,270.01,1.764,0.203
69.237,148.477,-5.849,-4.45E-04,-70.135,0.012,270.01,1.825,0.02
69.535,146.73,-5.849,0.005,-70.681,0.012,270.01,1.831,0.266
69.834,144.983,-5.848,-3.87E-04,-71.239,0.012,270.01,1.91,0.176
70.133,143.236,-5.848,7.091e-4,-71.818,0.012,270.01,1.963,0.112
70.431,141.49,-5.848,0.001,-72.409,0.012,270.009,1.996,3.941e-4
70.73,139.744,-5.847,0.002,-73.005,0.012,270.009,1.996,0.058
71.028,137.998,-5.847,0.006,-73.603,0.012,270.009,2.013,0.302
71.327,136.253,-5.845,-0.003,-74.191,0.012,270.009,1.923,0.091
71.626,134.508,-5.846,0.008,-74.761,0.012,270.009,1.896,0.356
71.924,132.763,-5.843,-0.003,-75.343,0.012,270.009,2.002,0.191
72.223,131.019,-5.844,-2.27E-04,-75.949,0.012,270.009,2.059,0.011
72.521,129.274,-5.844,0.002,-76.563,0.012,270.009,2.056,0.108
72.819,127.53,-5.844,0.001,-77.182,0.012,270.009,2.088,0.06
73.118,125.787,-5.843,0.002,-77.802,0.012,270.009,2.07,0.053
73.416,124.044,-5.843,0.004,-78.422,0.012,270.009,2.086,0.228
73.715,122.301,-5.842,0.003,-79.034,0.012,270.008,2.018,0.285
74.013,120.558,-5.841,0.004,-79.649,0.012,270.008,2.103,0.352
74.311,118.816,-5.839,-0.002,-80.261,0.012,270.008,1.998,0.243
74.61,117.074,-5.84,0.002,-80.847,0.012,270.008,1.926,0.24
74.908,115.332,-5.839,0.002,-81.432,0.011,270.008,1.998,0.266
75.206,113.59,-5.839,0.013,-82.016,0.011,270.008,1.918,0.549
75.504,111.85,-5.835,-0.013,-82.563,0.011,270.008,1.755,0.142
75.803,110.108,-5.838,9.131e-4,-83.093,0.011,270.008,1.797,0.064
76.101,108.368,-5.838,0.003,-83.626,0.011,270.008,1.778,0.178
76.399,106.628,-5.837,0.006,-84.148,0.011,270.008,1.725,0.326
76.697,104.888,-5.835,0.002,-84.676,0.011,270.008,1.822,0.344
76.995,103.148,-5.835,-0.004,-85.235,0.011,270.008,1.924,0.031
77.293,101.409,-5.836,0.002,-85.81,0.011,270.008,1.934,0.02
77.591,99.67,-5.836,0.005,-86.387,0.011,270.007,1.94,0.237
77.889,97.931,-5.834,0.007,-86.975,0.011,270.007,2.01,0.407
78.187,96.193,-5.832,-0.005,-87.556,0.011,270.007,1.889,0.191
78.485,94.455,-5.833,7.855e-4,-88.128,0.011,270.007,1.945,0.133
78.783,92.717,-5.833,9.009e-4,-88.713,0.011,270.007,1.985,0.041
79.081,90.979,-5.833,0.002,-89.303,0.011,270.007,1.973,0.053
79.379,89.242,-5.832,0.009,-89.893,0.011,270.007,1.989,0.368
79.677,87.506,-5.83,0.008,-90.501,0.011,270.007,2.098,0.513
79.974,85.77,-5.827,-0.011,-91.149,0.011,270.007,2.251,0.06
80.272,84.033,-5.831,0.004,-91.817,0.011,270.007,2.233,0.2
80.57,82.297,-5.83,0.008,-92.473,0.011,270.007,2.174,0.4
80.868,80.562,-5.827,-0.006,-93.102,0.011,270.007,2.055,0.132
81.166,78.826,-5.829,0.001,-93.708,0.011,270.007,2.015,0.095
81.463,77.091,-5.829,0.003,-94.304,0.011,270.007,1.987,0.205
81.761,75.356,-5.828,0.014,-94.886,0.011,270.007,1.926,0.542
82.058,73.623,-5.823,-0.012,-95.435,0.011,270.007,1.765,0.144
82.356,71.888,-5.827,0.002,-95.955,0.011,270.006,1.722,0.178
82.654,70.154,-5.826,2.674e-4,-96.475,0.011,270.006,1.775,0.058
82.951,68.421,-5.826,0.004,-97,0.011,270.006,1.757,0.201
83.249,66.688,-5.825,-2.21E-05,-97.532,0.011,270.006,1.817,0.08
83.749,63.775,-5.825,0.004,-98.43,0.011,270.006,1.777,0.136
84.046,62.043,-5.824,7.92e-4,-98.965,0.011,270.006,1.817,0.022
84.344,60.311,-5.824,0.012,-99.504,0.011,270.006,1.811,0.459
84.641,58.58,-5.82,-0.008,-100.063,0.011,270.006,1.947,0.166
84.938,56.848,-5.822,0.001,-100.65,0.011,270.006,1.997,0.143
85.236,55.117,-5.822,0.005,-101.25,0.011,270.006,2.039,0.276
85.533,53.386,-5.821,-0.001,-101.844,0.011,270.006,1.957,0.117
85.83,51.655,-5.821,0.005,-102.421,0.011,270.006,1.922,0.267
86.128,49.925,-5.82,0.004,-102.98,0.01,270.006,1.843,0.347
86.425,48.195,-5.819,-0.004,-103.544,0.01,270.006,1.946,0.125
86.722,46.466,-5.82,9.356e-4,-104.128,0.01,270.006,1.983,0.025
87.019,44.736,-5.819,0.006,-104.716,0.01,270.006,1.976,0.294
87.316,43.007,-5.818,0.019,-105.316,0.01,270.006,2.063,0.659
87.614,41.28,-5.812,-0.017,-105.9,0.01,270.006,1.868,0.244
87.911,39.55,-5.817,-5.41E-04,-106.445,0.01,270.006,1.795,0.122
88.208,37.822,-5.817,0.001,-106.984,0.01,270.006,1.832,0.078
88.505,36.094,-5.817,0.013,-107.531,0.01,270.005,1.855,0.475
88.802,34.367,-5.813,-0.008,-108.103,0.01,270.005,1.996,0.202
89.099,32.64,-5.815,0.001,-108.705,0.01,270.005,2.056,0.192
89.396,30.913,-5.815,0.003,-109.307,0.01,270.005,1.999,0.243
89.693,29.186,-5.814,-0.001,-109.89,0.01,270.005,1.927,0.04
89.99,27.46,-5.814,0.003,-110.463,0.01,270.005,1.938,0.181
90.287,25.734,-5.813,0.006,-111.047,0.01,270.005,1.992,0.354
90.584,24.009,-5.811,-0.001,-111.654,0.01,270.005,2.097,0.256
90.881,22.283,-5.812,-0.002,-112.288,0.01,270.005,2.173,0.036
91.178,20.558,-5.812,0.003,-112.934,0.01,270.005,2.183,0.174
91.474,18.833,-5.811,4.09e-4,-113.574,0.01,270.005,2.132,0.07
91.771,17.109,-5.811,0.003,-114.204,0.01,270.005,2.111,0.154
92.068,15.384,-5.81,0.001,-114.824,0.01,270.005,2.065,0.102
92.365,13.661,-5.81,0.016,-115.432,0.01,270.005,2.035,0.546
92.661,11.938,-5.805,-0.005,-116.06,0.01,270.005,2.197,0.414
92.958,10.214,-5.807,-0.007,-116.694,0.01,270.005,2.074,0.078
93.255,8.491,-5.809,0.01,-117.312,0.01,270.005,2.097,0.419
93.551,6.768,-5.806,-0.006,-117.916,0.01,270.005,1.973,0.138
93.848,5.046,-5.807,0.015,-118.495,0.01,270.005,1.932,0.525
94.145,3.324,-5.803,-0.012,-119.091,0.01,270.005,2.087,0.079
94.441,1.602,-5.807,0.001,-119.714,0.01,270.005,2.111,0.016
94.717,0,-5.806,0.002,-120.297,0.01,270.005,2.115,0.051
